predicting_date,predicting_return,monthly_return,lag_return,GDP_g,Personal_Savings_Rate,Unemployment,CPI_inflation,FedFunds_lag1,Term_Spread_lag1,BAA_Yield_lag1,VIX_ret_lag1,sample_set
1993-08-01,3.4431956145887233,-0.532704570835929,0.07552285391652092,0.7,7.5,6.9,0.06932409289763797,3.04,1.91,8.07,-16.406829950527168,train
1993-09-01,-0.9987930164805148,3.4431956145887233,-0.532704570835929,0.7,7.6,6.8,0.13850417726617437,3.06,1.81,7.93,4.174061312618327,train
1993-10-01,1.9392922751884534,-0.9987930164805148,3.4431956145887233,0.7,6.8,6.7,0.20739723991294312,3.03,1.81,7.6,1.023025097326813,train
1993-11-01,-1.291062608362914,1.9392922751884534,-0.9987930164805148,2.3,6.2,6.8,0.1380262468957838,3.09,1.58,7.34,9.620247704220297,train
1993-12-01,1.0091174724184304,-1.291062608362914,1.9392922751884534,2.3,6.2,6.6,0.4129393342011234,2.99,1.5,7.31,-11.778289144954247,train
1994-01-01,3.2500745519977725,1.0091174724184304,-1.291062608362914,2.3,9,6.5,0.2743485945750912,3.02,1.45,7.66,20.0698096254698,train
1994-02-01,-3.004499728667853,3.2500745519977725,1.0091174724184304,1.9,7,6.6,0.20526863177421362,2.96,1.62,7.69,-15.261630425426064,train
1994-03-01,-4.574651060635082,-3.004499728667853,3.2500745519977725,1.9,6.4,6.6,0,3.05,1.62,7.65,-8.833617036451303,train
1994-04-01,1.1530643100964522,-4.574651060635082,-3.004499728667853,1.9,6.7,6.5,0.2730377122857064,3.25,1.57,7.76,39.887109364731785,train
1994-05-01,1.2397144202814125,1.1530643100964522,-4.574651060635082,5.6,6.3,6.4,0.2722942458456501,3.34,1.47,8.13,37.5252247499972,train
1994-06-01,-2.679082362832008,1.2397144202814125,1.1530643100964522,5.6,7.5,6.1,0.06795786873841081,3.56,1.47,8.52,-32.66503694846614,train
1994-07-01,3.1489907258900107,-2.679082362832008,1.2397144202814125,5.6,6.8,6.1,0.20359694850986543,4.01,1.47,8.62,-5.374006537343723,train
1994-08-01,3.7598699649926237,3.1489907258900107,-2.679082362832008,3.9,6.9,6.1,0.2708193936879155,4.25,1.14,8.65,14.888722746084394,train
1994-09-01,-2.6877534841474704,3.7598699649926237,3.1489907258900107,3.9,6.4,6,0.33749610165259014,4.26,1.15,8.8,-25.65130316694403,train
1994-10-01,2.0833815622011143,-2.6877534841474704,3.7598699649926237,3.9,6.7,5.9,0.4034975212179326,4.47,1.1,8.74,7.547171104679595,train
1994-11-01,-3.950461187888721,2.0833815622011143,-2.6877534841474704,5.5,7,5.8,0.20113985996852435,4.73,1.04,8.98,19.298240721892412,train
1994-12-01,1.2299117331743048,-3.950461187888721,2.0833815622011143,5.5,6.9,5.6,0.06695681535724418,4.76,1.04,9.2,1.9607891588331983,train
1995-01-01,2.4277711761677034,1.2299117331743048,-3.950461187888721,5.5,7,5.5,0.2673798384402737,5.29,0.98,9.32,9.54669882959407,train
1995-02-01,3.607414807259257,2.4277711761677034,1.2299117331743048,2.4,7.3,5.6,0.20006675562962428,5.45,0.5,9.1,-17.241379516522393,train
1995-03-01,2.732919511338072,3.607414807259257,2.4277711761677034,2.4,7.7,5.4,0.2661345549514138,5.53,0.5,9.08,-9.393937795724838,train
1995-04-01,2.796035780491146,2.732919511338072,3.607414807259257,2.4,7.4,5.4,0.26542815848733525,5.92,0.33,8.85,-1.7558531561636115,train
1995-05-01,3.631171269946476,2.796035780491146,2.732919511338072,4.7,6.8,5.8,0.1986097971629519,5.98,0.42,8.7,13.787233068587934,train
1995-06-01,2.1278543431649366,3.631171269946476,2.796035780491146,4.7,7,5.6,0.3960401216096976,6.05,0.42,8.6,-12.116678380145995,train
1995-07-01,3.177603957520647,2.1278543431649366,3.631171269946476,4.7,6.5,5.6,0.19743343037168515,6.01,0.47,8.2,9.361705374210437,train
1995-08-01,-0.03202374774278205,3.177603957520647,2.1278543431649366,1.4,6.9,5.7,0.19704439872993973,6,0.49,7.9,-11.439690454395745,train
1995-09-01,4.009747288732535,-0.03202374774278205,3.177603957520647,1.4,6.6,5.7,0.13114755978103076,5.85,0.49,8.04,18.54129732388765,train
1995-10-01,-0.49793351897702287,4.009747288732535,-0.03202374774278205,1.4,6.6,5.6,0.19639940846598591,5.74,0.56,8.19,-14.603405091023236,train
1995-11-01,4.104900278106194,-0.49793351897702287,4.009747288732535,1.2,7,5.5,0.13071897286218714,5.8,0.44,7.93,10.590271396493733,train
1995-12-01,1.744387340596476,4.104900278106194,-0.49793351897702287,1.2,6.4,5.6,0.2609264363613306,5.76,0.44,7.75,8.555731335717475,train
1996-01-01,3.2617386869231213,1.744387340596476,4.104900278106194,1.2,6,5.6,0.13020835172987688,5.8,0.46,7.68,-16.268980566972147,train
1996-02-01,0.6933701784703983,3.2617386869231213,1.744387340596476,3.5,6.5,5.6,0.13003903002832828,5.6,0.39,7.49,8.11744853411691,train
1996-03-01,0.7916567590839696,0.6933701784703983,3.2617386869231213,3.5,6.6,5.5,0.5184716734186523,5.56,0.39,7.47,0.07986641247539339,train
1996-04-01,1.343142201418468,0.7916567590839696,0.6933701784703983,3.5,6.4,5.5,0.1937359340226763,5.22,0.7,7.63,35.9936255280886,train
1996-05-01,2.2853405991703157,1.343142201418468,0.7916567590839696,2.7,5.5,5.6,0.32206147000417573,5.31,0.73,8.03,10.798111187673687,train
1996-06-01,0.22567099722681228,2.2853405991703157,1.343142201418468,2.7,6.5,5.6,0.38510959020978675,5.22,0.52,8.19,-16.154657694045703,train
1996-07-01,-4.57480167192077,0.22567099722681228,2.2853405991703157,2.7,6.9,5.3,0.19200005898243333,5.24,0.65,8.3,1.5161072158866862,train
1996-08-01,1.881393514756069,-4.57480167192077,0.22567099722681228,3,6.5,5.5,0.19163212507642413,5.27,0.65,8.4,-14.872429589517678,train
1996-09-01,5.420332732833044,1.881393514756069,-4.57480167192077,3,6.4,5.1,0.1912655986332723,5.4,0.59,8.35,42.251452122483,train
1996-10-01,2.610100242291802,5.420332732833044,1.881393514756069,3,6.4,5.2,0.12730746467983778,5.22,0.57,8.18,-12.589922769039086,train
1996-11-01,7.337615178140577,2.610100242291802,5.420332732833044,6.8,6.1,5.2,0.31756139738865485,5.3,0.57,8.35,-0.3527305416522464,train
1996-12-01,-2.1505414489508046,7.337615178140577,2.610100242291802,6.8,6.2,5.4,0.31655613645611425,5.24,0.62,8.07,6.843656608844562,train
1997-01-01,6.131703905412889,-2.1505414489508046,7.337615178140577,6.8,6.1,5.4,0.31555721988096863,5.31,0.59,7.79,-5.356163379413026,train
1997-02-01,0.5927590234654057,6.131703905412889,-2.1505414489508046,3.6,5.9,5.3,0.25173078113773784,5.29,0.59,7.89,22.05368040402853,train
1997-03-01,-4.261401064074876,0.5927590234654057,6.131703905412889,3.6,6,5.2,0.18838310123738822,5.25,0.59,8.09,-6.931169969652917,train
1997-04-01,5.840557906734034,-4.261401064074876,0.5927590234654057,3.6,6.1,5.2,0.188028886485192,5.19,0.59,7.94,8.371859915769054,train
1997-05-01,5.857688480332501,5.840557906734034,-4.261401064074876,4.2,6.2,5.1,0.06259781112074592,5.39,0.59,8.18,4.92890516292146,train
1997-06-01,4.345261479527585,5.857688480332501,5.840557906734034,4.2,6.5,4.9,0.06255865077342548,5.51,0.48,8.34,-9.394760528668122,train
1997-07-01,7.814580943742477,4.345261479527585,5.857688480332501,4.2,6.3,5,0,5.5,0.42,8.2,-4.336983823762508,train
1997-08-01,-5.746563170852836,7.814580943742477,4.345261479527585,2.6,5.8,4.9,0.18744147943507983,5.56,0.42,8.02,12.19385141983167,train
1997-09-01,5.315359061556713,-5.746563170852836,7.814580943742477,2.6,5.7,4.8,0.12476607981550814,5.52,0.43,7.75,-0.23223939997454313,train
1997-10-01,-3.447769737522033,5.315359061556713,-5.746563170852836,2.6,5.9,4.9,0.24906613124517918,5.54,0.31,7.82,15.270022144069472,train
1997-11-01,4.458685521263939,-3.447769737522033,5.315359061556713,6.8,5.9,4.7,0.24844733276614406,5.54,0.31,7.7,-7.471730066107806,train
1997-12-01,1.5731597108694428,4.458685521263939,-3.447769737522033,6.8,6.1,4.6,0.18593125901835705,5.5,0.29,7.57,53.16455864818184,train
1998-01-01,1.0150177442407982,1.5731597108694428,4.458685521263939,6.8,6.1,4.7,0.12376239203497619,5.52,0.29,7.42,-21.82958054745743,train
1998-02-01,7.044919253631243,1.0150177442407982,1.5731597108694428,5.1,7,4.6,0.061823804133087634,5.5,0.08,7.32,-12.468100759184553,train
1998-03-01,4.994571434122053,7.044919253631243,1.0150177442407982,5.1,7,4.6,0.1235330607991969,5.56,0.08,7.19,-10.578929159992068,train
1998-04-01,0.9076469253460395,4.994571434122053,7.044919253631243,5.1,7.1,4.7,0,5.51,0.08,7.25,-13.600373403261756,train
1998-05-01,-1.8826223261468433,0.9076469253460395,4.994571434122053,3.5,6.9,4.3,0,5.49,0.08,7.32,30.56603940428204,train
1998-06-01,3.9438240635040422,-1.8826223261468433,0.9076469253460395,3.5,6.6,4.4,0.1233806448929009,5.45,0.07,7.33,-12.551606500263224,train
1998-07-01,-1.1615326917385427,3.9438240635040422,-1.8826223261468433,3.5,6.5,4.5,0.2463055432397887,5.49,0.08,7.3,0.6609980530275283,train
1998-08-01,-14.579671825011387,-1.1615326917385427,3.9438240635040422,4.1,6.6,4.5,0.12292564547298213,5.56,0.01,7.13,-7.551597717622938,train
1998-09-01,6.239551504341101,-14.579671825011387,-1.1615326917385427,4.1,6.5,4.5,0.24539889615660115,5.54,-0.02,7.15,25.824456565285914,train
1998-10-01,8.029422856762892,6.239551504341101,-14.579671825011387,4.1,6.1,4.6,0.12247398958962208,5.55,-0.02,7.14,78.54838766739101,train
1998-11-01,5.912599628568138,8.029422856762892,6.239551504341101,3.8,5.9,4.5,0.061180791140547086,5.51,0.19,7.09,-7.52032093079994,train
1998-12-01,5.637528708495609,5.912599628568138,8.029422856762892,3.8,6,4.4,0.24434954124759045,5.07,0.16,7.18,-31.50183464112083,train
1999-01-01,4.100944085374847,5.637528708495609,5.912599628568138,3.8,5.5,4.4,0.12195123462612756,4.83,0.16,7.34,-7.272723934635261,train
1999-02-01,-3.2282562377591306,4.100944085374847,5.637528708495609,5.1,6.1,4.3,0.1826484526034733,4.68,0.23,7.23,-6.113033981531202,train
1999-03-01,3.87942154089167,-3.2282562377591306,4.100944085374847,5.1,6,4.4,0.1823154561514606,4.63,0.23,7.29,7.493857158020867,train
1999-04-01,3.7944027596277463,3.87942154089167,-3.2282562377591306,5.1,5.6,4.2,0,4.76,0.1,7.39,6.209520612444197,train
1999-05-01,-2.4970480796175143,3.7944027596277463,3.87942154089167,6.6,4.7,4.3,0.060698029177697066,4.81,0.2,7.53,-16.57101531906119,train
1999-06-01,5.443833111432483,-2.4970480796175143,3.7944027596277463,6.6,4.4,4.2,0.6652579721027507,4.74,0.26,7.48,7.781596939517277,train
1999-07-01,-3.2046092391091685,5.443833111432483,-2.4970480796175143,6.6,4.3,4.3,0.060259116014460545,4.74,0.26,7.72,1.2764248054230487,train
1999-08-01,-0.6254091687235008,-3.2046092391091685,5.443833111432483,3.8,4.4,4.3,0,4.76,0.24,8.02,-16.935798898891143,train
1999-09-01,-2.8551792448024638,-0.6254091687235008,-3.2046092391091685,3.8,4.3,4.2,0.42080014002046084,4.99,0.27,7.95,16.83261835645333,train
1999-10-01,6.253954145238461,-2.8551792448024638,-0.6254091687235008,3.8,3.7,4.2,0.2396645844600087,5.07,0.27,8.15,-0.7710983417832606,train
1999-11-01,1.9061858969220413,6.253954145238461,-2.8551792448024638,3.4,4,4.1,0.41803584317579023,5.22,0.25,8.2,3.9263765010911333,train
1999-12-01,5.784389473992291,1.9061858969220413,6.253954145238461,3.4,4.1,4.1,0.17862463814637408,5.2,0.27,8.38,-12.63281819657146,train
2000-01-01,-5.090354879190063,5.784389473992291,1.9061858969220413,3.4,3.7,4,0.1783061393656027,5.42,0.23,8.15,8.918916550407175,train
